city,air_quality_index,co,no2,o2,particulate_matter_10,particulate_matter_25,so2,date,time
Los Angeles,82,343.0,59.0,26.1,29.0,27.0,0.0,2024-04-22,10:00:00
Los Angeles,61,306.7,8.8,74.9,22.6,17.0,0.0,2024-04-22,09:00:00
Los Angeles,70,297.8,18.7,70.3,29.3,21.38,0.5,2024-04-22,08:00:00
Los Angeles,68,275.6,19.3,74.6,25.9,20.13,0.5,2024-04-22,07:00:00
Los Angeles,59,253.4,19.9,78.3,22.6,16.38,0.0,2024-04-22,06:00:00
Los Angeles,67,343.0,92.0,39.8,34.0,20.0,0.0,2024-04-22,05:00:00
Los Angeles,54,237.8,14.0,90.9,18.7,13.73,0.0,2024-04-22,04:00:00
Los Angeles,51,230.0,11.0,97.2,16.8,12.4,0.0,2024-04-22,03:00:00
Los Angeles,56,258.8,11.0,100.0,20.4,15.0,0.0,2024-04-22,02:00:00
Los Angeles,52,230.0,9.8,109.5,18.4,13.0,2.0,2024-04-22,01:00:00
Los Angeles,56,275.6,17.0,111.1,22.9,14.75,2.0,2024-04-22,00:00:00
Los Angeles,78,454.0,71.0,78.2,50.0,25.0,2.7,2024-04-21,23:00:00
Los Angeles,67,454.0,69.0,73.1,42.0,20.0,3.3,2024-04-21,22:00:00
Los Angeles,55,397.8,26.8,116.6,21.0,14.17,4.0,2024-04-21,21:00:00
Los Angeles,68,268.3,9.6,134.5,19.4,14.0,4.0,2024-04-21,20:00:00
Los Angeles,56,287.5,12.2,113.4,23.9,15.0,1.0,2024-04-21,19:00:00
Los Angeles,62,383.3,14.0,104.3,27.8,17.78,0.5,2024-04-21,18:00:00
Los Angeles,64,370.6,14.9,88.9,27.1,18.52,0.7,2024-04-21,17:00:00
Los Angeles,66,357.8,15.7,73.4,26.3,19.26,0.8,2024-04-21,16:00:00
Los Angeles,67,345.0,16.6,58.0,25.6,20.0,1.0,2024-04-21,15:00:00
Los Angeles,55,373.8,18.2,34.2,20.7,14.14,1.0,2024-04-21,14:00:00
Los Angeles,53,402.5,20.3,23.0,19.1,13.57,0.0,2024-04-21,13:00:00
Los Angeles,49,402.5,17.8,25.2,18.7,11.71,0.0,2024-04-21,12:00:00
Los Angeles,47,383.3,17.8,32.9,17.3,11.34,0.0,2024-04-21,11:00:00
Los Angeles,46,364.2,17.8,40.5,15.8,10.97,0.0,2024-04-21,10:00:00
Los Angeles,44,345.0,17.8,48.2,14.4,10.6,0.0,2024-04-21,09:00:00
Los Angeles,58,306.7,15.8,55.7,21.0,15.8,0.0,2024-04-21,08:00:00
Los Angeles,54,258.8,15.7,63.0,19.9,13.71,0.0,2024-04-21,07:00:00
Los Angeles,52,325.8,21.3,59.5,21.9,13.11,0.0,2024-04-21,06:00:00
Los Angeles,67,121.0,50.0,29.4,25.0,20.0,0.0,2024-04-21,05:00:00
Los Angeles,67,343.0,113.0,52.0,44.0,20.0,0.0,2024-04-21,04:00:00
Los Angeles,55,258.3,21.5,87.0,17.4,14.33,0.0,2024-04-21,03:00:00
Los Angeles,55,230.0,10.6,101.5,17.0,14.2,1.0,2024-04-21,02:00:00
Los Angeles,57,275.6,17.9,108.6,23.1,15.38,2.0,2024-04-21,01:00:00
Los Angeles,54,253.4,16.9,115.4,21.3,13.75,2.0,2024-04-21,00:00:00
Los Angeles,56,197.9,18.2,116.3,23.9,14.83,21.7,2024-04-20,23:00:00
Los Angeles,76,454.0,83.0,45.8,40.0,24.0,1.0,2024-04-20,22:00:00
Auckland,37,23.3,2.0,46.0,15.0,9.0,6.0,2024-04-23,21:00:00
Auckland,29,23.3,54.0,45.7,18.0,7.0,9.0,2024-04-23,20:00:00
Auckland,25,23.3,62.0,45.3,6.5,6.0,6.0,2024-04-23,19:00:00
Auckland,29,23.3,62.0,45.0,16.0,7.0,6.0,2024-04-23,18:00:00
Auckland,20,24.1,54.5,44.0,8.0,4.5,6.0,2024-04-23,17:00:00
Auckland,24,24.9,37.0,43.0,11.3,5.67,6.0,2024-04-23,16:00:00
Auckland,21,25.7,24.5,42.0,9.0,5.0,6.0,2024-04-23,15:00:00
Auckland,31,26.8,60.0,40.3,15.5,7.5,7.0,2024-04-23,14:00:00
Auckland,31,28.0,59.5,38.7,15.0,7.5,7.0,2024-04-23,13:00:00
Auckland,21,29.2,73.5,37.0,10.5,5.0,8.0,2024-04-23,12:00:00
Auckland,25,29.0,81.0,37.3,16.5,6.0,19.0,2024-04-23,11:00:00
Auckland,23,28.8,75.5,37.7,15.0,5.5,20.0,2024-04-23,10:00:00
Auckland,21,28.6,4.0,38.0,9.0,5.0,11.0,2024-04-23,09:00:00
Auckland,19,28.0,41.0,39.7,14.5,4.5,18.0,2024-04-23,08:00:00
Auckland,33,27.4,45.5,41.3,16.5,8.0,18.0,2024-04-23,07:00:00
Auckland,29,26.8,40.5,43.0,13.0,7.0,10.0,2024-04-23,06:00:00
Auckland,21,26.3,33.5,45.0,19.5,3.5,10.7,2024-04-23,05:00:00
Auckland,31,25.7,15.0,47.0,11.5,7.5,11.3,2024-04-23,04:00:00
Auckland,29,25.1,1.0,49.0,12.0,7.0,12.0,2024-04-23,03:00:00
Auckland,31,25.1,13.0,47.7,17.0,7.5,14.7,2024-04-23,02:00:00
Auckland,46,25.1,27.5,46.3,22.5,11.0,17.3,2024-04-23,01:00:00
Auckland,56,25.1,71.5,45.0,33.5,15.0,20.0,2024-04-23,00:00:00
Auckland,60,24.7,70.5,43.0,20.0,16.5,21.0,2024-04-22,23:00:00
Auckland,55,24.3,49.0,41.0,14.5,14.5,29.0,2024-04-22,22:00:00
Auckland,18,23.9,1.0,39.0,4.0,2.0,10.0,2024-04-22,21:00:00
Auckland,35,24.1,75.0,38.0,17.0,8.5,26.0,2024-04-22,20:00:00
Auckland,27,24.3,62.0,37.0,16.5,6.5,8.7,2024-04-22,19:00:00
Auckland,27,24.5,29.5,36.0,17.5,6.5,8.0,2024-04-22,18:00:00
Auckland,31,25.5,32.0,34.7,18.0,7.5,7.0,2024-04-22,17:00:00
Auckland,40,26.5,30.5,33.3,17.0,9.5,6.0,2024-04-22,16:00:00
Auckland,17,27.4,2.0,32.0,8.0,4.0,5.0,2024-04-22,15:00:00
Auckland,35,27.6,17.0,35.0,20.5,8.5,6.0,2024-04-22,14:00:00
Auckland,18,27.8,16.0,38.0,19.5,4.0,3.7,2024-04-22,13:00:00
Auckland,19,28.0,16.0,41.0,15.5,4.5,3.0,2024-04-22,12:00:00
Auckland,25,27.4,7.0,42.3,14.0,6.0,3.0,2024-04-22,11:00:00
Auckland,20,26.8,25.5,43.7,15.0,4.5,3.0,2024-04-22,10:00:00
Auckland,42,26.3,1.0,45.0,19.0,10.0,3.0,2024-04-22,09:00:00
Auckland,21,26.5,37.5,46.3,13.5,4.5,6.3,2024-04-22,08:00:00
Auckland,25,26.7,25.5,47.7,24.5,6.0,13.0,2024-04-22,07:00:00
Auckland,44,26.8,24.5,49.0,22.5,10.5,13.0,2024-04-22,06:00:00
Auckland,24,26.5,23.0,49.3,26.5,5.5,13.0,2024-04-22,05:00:00
Auckland,32,26.1,2.0,49.7,34.5,6.0,5.7,2024-04-22,04:00:00
Auckland,42,25.7,1.0,50.0,20.0,10.0,2.0,2024-04-22,03:00:00
Auckland,23,25.1,10.0,49.3,25.0,4.5,4.0,2024-04-22,02:00:00
Auckland,64,24.5,27.5,48.7,82.5,6.0,63.0,2024-04-22,01:00:00
Auckland,66,23.9,49.0,48.0,12.0,8.5,349.0,2024-04-22,00:00:00
Auckland,48,24.1,26.0,47.3,11.5,11.5,233.3,2024-04-21,23:00:00
Auckland,51,24.3,19.5,46.7,13.5,12.5,117.7,2024-04-21,22:00:00
Auckland,37,24.5,1.0,46.0,18.0,9.0,2.0,2024-04-21,21:00:00
Auckland,27,24.5,25.5,44.7,14.0,6.5,2.0,2024-04-21,20:00:00
Auckland,21,24.5,25.5,43.3,19.5,5.0,2.0,2024-04-21,19:00:00
Auckland,21,24.5,16.0,42.0,10.5,5.0,2.0,2024-04-21,18:00:00
Auckland,50,24.7,9.0,42.7,12.0,12.0,17.0,2024-04-21,17:00:00
Auckland,54,24.9,3.0,43.3,15.0,14.0,17.0,2024-04-21,16:00:00
Auckland,25,25.1,2.0,44.0,10.0,6.0,2.0,2024-04-21,15:00:00
Auckland,25,24.9,21.0,44.7,7.0,6.0,2.3,2024-04-21,14:00:00
Auckland,21,24.7,11.5,45.3,9.0,4.5,2.7,2024-04-21,13:00:00
Auckland,21,24.5,12.5,46.0,16.5,5.0,3.0,2024-04-21,12:00:00
Auckland,22,24.5,15.5,47.0,15.0,5.0,3.0,2024-04-21,11:00:00
Auckland,31,24.5,9.5,48.0,23.0,7.5,19.0,2024-04-21,10:00:00
Auckland,23,24.5,1.0,49.0,21.0,5.0,3.0,2024-04-21,09:00:00
Auckland,42,24.9,8.0,48.7,29.0,10.0,7.0,2024-04-21,08:00:00
Auckland,35,25.3,11.5,48.3,20.5,8.5,17.0,2024-04-21,07:00:00
Auckland,35,25.7,6.5,48.0,21.5,8.5,19.0,2024-04-21,06:00:00
Auckland,27,25.5,15.0,49.0,20.5,6.5,13.3,2024-04-21,05:00:00
Auckland,27,25.3,15.0,50.0,18.5,6.5,7.7,2024-04-21,04:00:00
Auckland,24,25.1,8.5,51.0,16.0,5.5,2.0,2024-04-21,03:00:00
Auckland,28,25.3,9.8,50.0,14.2,6.83,7.3,2024-04-21,02:00:00
Auckland,48,25.5,9.5,49.0,11.5,11.5,18.0,2024-04-21,01:00:00
Auckland,40,25.7,12.5,48.0,10.5,9.5,18.0,2024-04-21,00:00:00
Auckland,21,25.5,12.5,46.3,11.0,4.0,13.3,2024-04-20,23:00:00
Auckland,21,25.3,18.0,44.7,9.0,3.0,8.7,2024-04-20,22:00:00
Rome,33,64.8,11.0,72.0,14.0,8.0,4.0,2024-04-23,21:00:00
Rome,35,62.8,9.7,76.7,12.7,7.33,3.3,2024-04-23,20:00:00
Rome,38,60.9,8.3,81.3,11.3,6.67,2.7,2024-04-23,19:00:00
Rome,40,58.9,7.0,86.0,10.0,6.0,2.0,2024-04-23,18:00:00
Rome,42,57.6,5.3,90.0,10.0,5.67,1.7,2024-04-23,17:00:00
Rome,43,56.2,3.7,94.0,10.0,5.33,1.3,2024-04-23,16:00:00
Rome,45,54.9,2.0,98.0,10.0,5.0,1.0,2024-04-23,15:00:00
Rome,45,55.1,1.7,97.3,11.3,6.0,1.3,2024-04-23,14:00:00
Rome,45,55.2,1.3,96.7,12.7,7.0,1.7,2024-04-23,13:00:00
Rome,44,55.4,1.0,96.0,14.0,8.0,2.0,2024-04-23,12:00:00
Rome,44,55.6,1.3,96.0,15.0,8.33,2.0,2024-04-23,11:00:00
Rome,44,55.8,1.7,96.0,16.0,8.67,2.0,2024-04-23,10:00:00
Rome,44,56.0,2.0,96.0,17.0,9.0,2.0,2024-04-23,09:00:00
Rome,42,57.2,3.3,90.0,17.3,9.0,2.3,2024-04-23,08:00:00
Rome,39,58.4,4.7,84.0,17.7,9.0,2.7,2024-04-23,07:00:00
Rome,37,59.5,6.0,78.0,18.0,9.0,3.0,2024-04-23,06:00:00
Rome,37,59.3,5.7,77.0,17.3,9.0,3.0,2024-04-23,05:00:00
Rome,37,59.1,5.3,76.0,16.7,9.0,3.0,2024-04-23,04:00:00
Rome,37,58.9,5.0,75.0,16.0,9.0,3.0,2024-04-23,03:00:00
Rome,46,63.2,8.7,66.7,18.7,11.0,3.7,2024-04-23,02:00:00
Rome,52,67.5,12.3,58.3,21.3,13.0,4.3,2024-04-23,01:00:00
Rome,56,71.8,16.0,50.0,24.0,15.0,5.0,2024-04-23,00:00:00
Rome,55,70.8,16.3,55.3,23.3,14.33,5.3,2024-04-22,23:00:00
Rome,54,69.8,16.7,60.7,22.7,13.67,5.7,2024-04-22,22:00:00
Rome,52,68.9,17.0,66.0,22.0,13.0,6.0,2024-04-22,21:00:00
Rome,50,64.4,14.0,73.0,20.3,12.0,5.0,2024-04-22,20:00:00
Rome,46,59.9,11.0,80.0,18.7,11.0,4.0,2024-04-22,19:00:00
Rome,42,55.4,8.0,87.0,17.0,10.0,3.0,2024-04-22,18:00:00
Rome,42,54.1,6.0,91.3,17.3,10.0,2.7,2024-04-22,17:00:00
Rome,44,52.7,4.0,95.7,17.7,10.0,2.3,2024-04-22,16:00:00
Rome,46,51.4,2.0,100.0,18.0,10.0,2.0,2024-04-22,15:00:00
Rome,46,51.7,1.7,100.3,19.0,10.33,2.3,2024-04-22,14:00:00
Rome,47,52.1,1.3,100.7,20.0,10.67,2.7,2024-04-22,13:00:00
Rome,47,52.5,1.0,101.0,21.0,11.0,3.0,2024-04-22,12:00:00
Rome,47,54.7,1.3,100.7,18.7,10.0,3.7,2024-04-22,11:00:00
Rome,46,56.8,1.7,100.3,16.3,9.0,4.3,2024-04-22,10:00:00
Rome,46,58.9,2.0,100.0,14.0,8.0,5.0,2024-04-22,09:00:00
Rome,44,59.7,2.3,96.0,14.0,8.33,5.3,2024-04-22,08:00:00
Rome,43,60.5,2.7,92.0,14.0,8.67,5.7,2024-04-22,07:00:00
Rome,41,61.3,3.0,88.0,14.0,9.0,6.0,2024-04-22,06:00:00
Rome,40,60.9,3.0,86.0,13.7,8.67,5.3,2024-04-22,05:00:00
Rome,39,60.5,3.0,84.0,13.3,8.33,4.7,2024-04-22,04:00:00
Rome,38,60.1,3.0,82.0,13.0,8.0,4.0,2024-04-22,03:00:00
Rome,37,62.8,5.0,78.0,14.3,9.0,4.3,2024-04-22,02:00:00
Rome,42,65.6,7.0,74.0,15.7,10.0,4.7,2024-04-22,01:00:00
Rome,46,68.3,9.0,70.0,17.0,11.0,5.0,2024-04-22,00:00:00
Rome,44,73.9,15.3,60.7,16.0,10.67,5.3,2024-04-21,23:00:00
Rome,43,79.6,21.7,51.3,15.0,10.33,5.7,2024-04-21,22:00:00
Rome,42,85.2,28.0,42.0,14.0,10.0,6.0,2024-04-21,21:00:00
Rome,36,78.4,22.7,51.3,12.3,8.67,5.0,2024-04-21,20:00:00
Rome,31,71.6,17.3,60.7,10.7,7.33,4.0,2024-04-21,19:00:00
Rome,32,64.8,12.0,70.0,9.0,6.0,3.0,2024-04-21,18:00:00
Rome,36,62.1,8.3,78.3,8.3,5.67,2.7,2024-04-21,17:00:00
Rome,40,59.3,4.7,86.7,7.7,5.33,2.3,2024-04-21,16:00:00
Rome,44,56.6,1.0,95.0,7.0,5.0,2.0,2024-04-21,15:00:00
Rome,43,57.2,1.0,94.0,8.7,6.0,3.3,2024-04-21,14:00:00
Rome,43,57.8,1.0,93.0,10.3,7.0,4.7,2024-04-21,13:00:00
Rome,43,58.4,1.0,92.0,12.0,8.0,6.0,2024-04-21,12:00:00
Rome,41,58.0,1.3,89.3,9.3,6.0,5.7,2024-04-21,11:00:00
Rome,40,57.6,1.7,86.7,6.7,4.0,5.3,2024-04-21,10:00:00
Rome,39,57.2,2.0,84.0,4.0,2.0,5.0,2024-04-21,09:00:00
Rome,38,56.8,2.3,82.7,4.7,2.67,4.0,2024-04-21,08:00:00
Rome,38,56.4,2.7,81.3,5.3,3.33,3.0,2024-04-21,07:00:00
Rome,37,56.0,3.0,80.0,6.0,4.0,2.0,2024-04-21,06:00:00
Rome,37,55.8,3.0,79.0,6.0,4.0,1.7,2024-04-21,05:00:00
Rome,36,55.6,3.0,78.0,6.0,4.0,1.3,2024-04-21,04:00:00
Rome,36,55.4,3.0,77.0,6.0,4.0,1.0,2024-04-21,03:00:00
Rome,33,57.8,4.7,72.0,6.3,4.33,1.3,2024-04-21,02:00:00
Rome,31,60.1,6.3,67.0,6.7,4.67,1.7,2024-04-21,01:00:00
Rome,29,62.4,8.0,62.0,7.0,5.0,2.0,2024-04-21,00:00:00
Rome,27,65.9,10.7,58.7,8.3,5.67,2.7,2024-04-20,23:00:00
Rome,26,69.4,13.3,55.3,9.7,6.33,3.3,2024-04-20,22:00:00
Toronto,46,71.8,6.0,99.0,16.0,11.0,11.0,2024-04-23,21:00:00
Toronto,82,71.0,45.0,41.5,33.8,27.0,13.0,2024-04-23,20:00:00
Toronto,23,70.2,19.0,49.3,6.3,5.0,15.0,2024-04-23,19:00:00
Toronto,23,69.4,19.0,49.3,6.3,5.0,17.0,2024-04-23,18:00:00
Toronto,25,69.6,20.0,46.7,7.5,6.0,17.0,2024-04-23,17:00:00
Toronto,29,69.8,19.3,61.8,8.1,5.67,17.0,2024-04-23,16:00:00
Toronto,32,70.0,19.5,68.1,9.0,6.0,17.0,2024-04-23,15:00:00
Toronto,29,68.5,22.5,62.3,9.0,6.0,13.3,2024-04-23,14:00:00
Toronto,21,66.9,29.0,41.5,6.3,5.0,9.7,2024-04-23,13:00:00
Toronto,33,65.4,96.0,31.2,10.0,8.0,6.0,2024-04-23,12:00:00
Toronto,25,63.6,29.0,39.0,7.5,6.0,3.0,2024-04-23,11:00:00
Toronto,35,61.9,58.0,47.6,10.0,8.33,6.0,2024-04-23,10:00:00
Toronto,35,60.1,39.0,55.8,10.0,8.5,6.0,2024-04-23,09:00:00
Toronto,40,62.3,8.0,86.2,8.0,6.0,6.0,2024-04-23,08:00:00
Toronto,28,64.4,24.7,60.7,9.3,6.5,6.0,2024-04-23,07:00:00
Toronto,29,66.5,17.5,63.1,9.0,5.5,6.0,2024-04-23,06:00:00
Toronto,42,68.3,96.0,29.4,12.5,10.0,6.7,2024-04-23,05:00:00
Toronto,21,70.0,33.0,40.6,6.3,5.0,7.3,2024-04-23,04:00:00
Toronto,46,71.8,9.0,89.0,16.0,11.0,8.0,2024-04-23,03:00:00
Toronto,30,68.9,20.0,64.4,10.0,6.5,7.3,2024-04-23,02:00:00
Toronto,43,65.9,7.0,92.3,13.3,9.0,6.7,2024-04-23,01:00:00
Toronto,43,63.0,6.0,94.0,12.0,8.0,6.0,2024-04-23,00:00:00
Toronto,42,63.4,9.0,91.4,10.0,7.0,8.3,2024-04-22,23:00:00
Toronto,21,63.8,25.0,43.2,6.3,5.0,3.0,2024-04-22,22:00:00
Toronto,40,64.2,15.0,86.2,6.0,5.0,13.0,2024-04-22,21:00:00
Toronto,40,65.8,19.0,86.2,4.0,3.0,16.3,2024-04-22,20:00:00
Toronto,26,67.3,34.3,52.4,7.8,6.33,19.7,2024-04-22,19:00:00
Toronto,29,68.9,44.0,35.5,8.8,7.0,23.0,2024-04-22,18:00:00
Toronto,46,67.3,87.0,29.4,13.8,11.0,22.7,2024-04-22,17:00:00
Toronto,50,65.8,170.0,22.5,15.0,12.0,22.3,2024-04-22,16:00:00
Toronto,37,64.2,9.0,79.0,10.0,7.0,22.0,2024-04-22,15:00:00
Toronto,25,62.3,25.7,54.4,9.5,6.0,18.7,2024-04-22,14:00:00
Toronto,21,60.3,30.5,44.3,9.0,5.0,15.3,2024-04-22,13:00:00
Toronto,15,58.4,38.0,32.0,3.8,3.0,12.0,2024-04-22,12:00:00
Toronto,16,58.9,24.0,34.6,3.8,3.0,11.3,2024-04-22,11:00:00
Toronto,24,59.5,28.7,51.2,4.6,3.67,10.7,2024-04-22,10:00:00
Toronto,28,60.1,24.0,60.8,5.0,4.0,10.0,2024-04-22,09:00:00
Toronto,30,61.7,19.3,65.5,7.7,5.67,10.3,2024-04-22,08:00:00
Toronto,29,63.2,23.0,62.7,5.0,4.0,10.7,2024-04-22,07:00:00
Toronto,37,64.8,10.0,75.0,13.0,9.0,11.0,2024-04-22,06:00:00
Toronto,17,67.9,14.0,34.6,5.0,4.0,12.0,2024-04-22,05:00:00
Toronto,16,71.0,13.0,35.5,3.8,3.0,13.0,2024-04-22,04:00:00
Toronto,29,74.1,26.0,62.7,6.0,5.0,14.0,2024-04-22,03:00:00
Toronto,31,71.8,24.0,66.6,8.0,6.0,12.7,2024-04-22,02:00:00
Toronto,33,69.4,21.0,70.6,8.0,6.0,11.3,2024-04-22,01:00:00
Toronto,37,67.1,12.0,79.0,8.0,6.0,10.0,2024-04-22,00:00:00
Toronto,37,65.6,12.3,80.1,7.0,5.33,9.7,2024-04-21,23:00:00
Toronto,38,64.0,12.7,81.2,6.0,4.67,9.3,2024-04-21,22:00:00
Toronto,38,62.4,13.0,82.3,5.0,4.0,9.0,2024-04-21,21:00:00
Toronto,38,62.4,11.0,82.3,5.0,4.0,9.3,2024-04-21,20:00:00
Toronto,38,62.4,7.7,82.8,9.0,6.67,9.7,2024-04-21,19:00:00
Toronto,38,62.4,5.0,83.0,11.0,8.0,10.0,2024-04-21,18:00:00
Toronto,36,62.8,7.0,77.5,8.7,6.33,11.7,2024-04-21,17:00:00
Toronto,33,63.2,9.0,72.1,6.3,4.67,13.3,2024-04-21,16:00:00
Toronto,31,63.6,11.0,66.6,4.0,3.0,15.0,2024-04-21,15:00:00
Toronto,29,0.0,7.7,63.0,2.9,2.14,0.0,2024-04-21,14:00:00
Toronto,24,60.9,24.0,52.9,4.0,3.0,13.0,2024-04-21,13:00:00
Toronto,61,59.5,7.0,68.0,24.0,17.0,12.0,2024-04-21,12:00:00
Toronto,52,59.5,19.7,57.0,17.7,13.0,11.7,2024-04-21,11:00:00
Toronto,25,59.5,73.0,20.8,7.5,6.0,11.3,2024-04-21,10:00:00
Toronto,21,59.5,45.0,34.9,5.0,5.0,11.0,2024-04-21,09:00:00
Toronto,22,62.8,35.0,41.6,6.3,5.33,12.7,2024-04-21,08:00:00
Toronto,25,66.1,48.0,33.9,8.0,6.0,14.3,2024-04-21,07:00:00
Toronto,25,69.4,15.0,55.0,9.0,6.0,16.0,2024-04-21,06:00:00
Toronto,25,68.9,75.0,21.6,7.5,6.0,15.3,2024-04-21,05:00:00
Toronto,26,68.3,36.3,42.5,8.3,6.33,14.7,2024-04-21,04:00:00
Toronto,27,67.7,47.0,36.2,8.0,6.5,14.0,2024-04-21,03:00:00
Toronto,25,67.1,21.0,49.0,8.0,6.0,12.3,2024-04-21,02:00:00
Toronto,29,66.5,19.0,57.4,9.0,7.0,10.7,2024-04-21,01:00:00
Toronto,31,65.9,10.0,68.0,5.0,3.0,9.0,2024-04-21,00:00:00
Toronto,29,64.8,58.0,26.1,8.8,7.0,9.0,2024-04-20,23:00:00
Toronto,35,63.6,6.7,74.7,3.7,2.33,9.0,2024-04-20,22:00:00
Seoul,29,65.9,11.0,53.0,11.0,7.0,21.0,2024-04-23,21:00:00
Seoul,31,321.7,14.2,60.9,14.1,7.57,5.5,2024-04-23,20:00:00
Seoul,92,252.0,75.0,24.8,37.0,31.5,21.5,2024-04-23,19:00:00
Seoul,49,318.1,14.6,65.3,18.7,11.77,5.6,2024-04-23,18:00:00
Seoul,52,327.8,15.7,68.9,21.4,13.13,5.8,2024-04-23,17:00:00
Seoul,56,349.7,18.2,70.0,24.0,14.88,5.6,2024-04-23,16:00:00
Seoul,56,358.8,20.3,70.0,24.3,14.56,5.5,2024-04-23,15:00:00
Seoul,59,381.2,25.4,69.5,26.3,15.94,5.6,2024-04-23,14:00:00
Seoul,121,428.5,122.0,28.8,53.0,43.0,15.5,2024-04-23,13:00:00
Seoul,58,373.7,26.3,81.8,28.1,15.93,5.8,2024-04-23,12:00:00
Seoul,57,372.2,26.8,88.5,30.6,15.32,6.0,2024-04-23,11:00:00
Seoul,56,389.7,31.3,93.7,32.0,14.95,6.2,2024-04-23,10:00:00
Seoul,55,383.0,33.5,97.3,30.1,14.16,6.0,2024-04-23,09:00:00
Seoul,51,366.7,27.9,108.6,29.3,12.59,5.9,2024-04-23,08:00:00
Seoul,55,354.1,22.8,118.1,28.4,12.49,5.9,2024-04-23,07:00:00
Seoul,53,340.0,19.7,122.1,27.5,11.95,5.7,2024-04-23,06:00:00
Seoul,51,334.6,17.3,121.1,25.3,11.74,5.7,2024-04-23,05:00:00
Seoul,54,337.9,16.8,116.8,24.2,11.04,5.7,2024-04-23,04:00:00
Seoul,50,343.3,17.7,108.9,24.6,11.11,5.6,2024-04-23,03:00:00
Seoul,47,347.3,20.2,100.5,25.0,11.2,5.7,2024-04-23,02:00:00
Seoul,45,355.7,22.9,93.1,25.0,10.81,5.7,2024-04-23,01:00:00
Seoul,143,408.0,119.5,34.2,109.0,51.5,11.0,2024-04-23,00:00:00
Seoul,48,354.8,33.1,76.4,23.0,11.64,5.8,2024-04-22,23:00:00
Seoul,47,364.3,35.3,69.9,22.2,11.33,5.7,2024-04-22,22:00:00
Seoul,44,348.9,27.6,74.2,19.9,10.63,5.6,2024-04-22,21:00:00
Seoul,46,329.2,19.2,80.8,20.0,10.98,5.5,2024-04-22,20:00:00
Seoul,49,328.6,16.3,83.3,20.8,11.82,5.5,2024-04-22,19:00:00
Seoul,121,610.0,105.5,32.4,58.0,43.0,16.0,2024-04-22,18:00:00
Seoul,63,390.8,26.8,81.8,28.7,17.82,5.9,2024-04-22,17:00:00
Seoul,65,381.6,25.8,82.5,32.9,19.06,6.0,2024-04-22,16:00:00
Seoul,65,396.6,28.4,83.7,34.9,19.0,5.9,2024-04-22,15:00:00
Seoul,65,387.1,30.4,87.6,35.7,18.98,6.3,2024-04-22,14:00:00
Seoul,66,399.4,31.2,92.9,37.0,19.5,6.3,2024-04-22,13:00:00
Seoul,123,564.0,227.0,45.0,47.0,44.0,29.0,2024-04-22,12:00:00
Seoul,66,408.6,37.6,103.8,39.0,19.51,6.5,2024-04-22,11:00:00
Seoul,61,383.8,30.1,111.5,34.5,16.93,6.2,2024-04-22,10:00:00
Seoul,58,355.7,24.5,118.0,32.6,15.85,6.0,2024-04-22,09:00:00
Seoul,60,348.0,21.7,119.5,34.0,16.56,6.0,2024-04-22,08:00:00
Seoul,59,343.8,19.9,120.3,33.0,15.96,6.0,2024-04-22,07:00:00
Seoul,107,322.5,82.0,47.8,73.0,38.0,14.5,2024-04-22,06:00:00
Seoul,60,335.7,18.9,112.4,33.7,16.63,6.1,2024-04-22,05:00:00
Seoul,61,352.5,20.2,106.0,35.0,17.0,5.9,2024-04-22,04:00:00
Seoul,61,360.6,22.5,99.2,34.4,16.87,5.7,2024-04-22,03:00:00
Seoul,62,368.5,26.4,94.0,36.1,17.4,5.9,2024-04-22,02:00:00
Seoul,62,378.5,31.9,87.2,36.2,17.37,6.0,2024-04-22,01:00:00
Seoul,134,393.0,136.0,22.7,122.0,48.0,15.0,2024-04-22,00:00:00
Seoul,60,384.5,41.6,67.0,36.0,16.58,5.8,2024-04-21,23:00:00
Seoul,59,369.2,36.4,70.7,33.6,16.03,5.6,2024-04-21,22:00:00
Seoul,57,344.3,23.2,83.9,31.4,15.05,5.5,2024-04-21,21:00:00
Seoul,56,330.5,14.2,93.0,31.0,14.96,5.4,2024-04-21,20:00:00
Seoul,78,272.0,76.0,34.2,34.0,25.0,20.0,2024-04-21,19:00:00
Seoul,78,272.0,76.0,37.7,34.0,25.0,17.0,2024-04-21,18:00:00
Seoul,56,339.3,11.1,95.2,33.4,14.84,5.3,2024-04-21,17:00:00
Seoul,55,337.6,12.1,94.2,33.0,14.51,5.4,2024-04-21,16:00:00
Seoul,54,340.2,13.2,93.3,32.1,13.96,5.4,2024-04-21,15:00:00
Seoul,54,340.0,13.0,93.9,31.5,13.9,5.3,2024-04-21,14:00:00
Seoul,53,345.5,14.2,92.8,32.0,13.56,5.4,2024-04-21,13:00:00
Seoul,123,454.0,89.0,24.5,100.0,44.0,15.0,2024-04-21,12:00:00
Seoul,56,353.2,16.4,90.8,36.4,14.69,5.3,2024-04-21,11:00:00
Seoul,53,359.3,16.3,92.3,33.0,13.39,5.4,2024-04-21,10:00:00
Seoul,49,354.6,16.0,93.2,29.5,11.82,5.4,2024-04-21,09:00:00
Seoul,44,354.3,14.8,94.5,25.2,9.69,5.4,2024-04-21,08:00:00
Seoul,142,454.0,105.0,21.8,118.0,51.0,15.0,2024-04-21,07:00:00
Seoul,269,333.0,39.0,41.0,402.0,8.0,15.0,2024-04-21,06:00:00
